time_ms,workflow_id,entity_id,event_type,completes_at,compute_ms,cost_usd,decision,entry_agent,inference_ms,infra_job_id,infra_latency_ms,input_tokens,network_back_ms,network_out_ms,output_tokens,prompt_tokens,queue_remaining,queue_size,queue_wait_ms,reason,session_tokens,step,steps,target,total_cost_usd,total_latency_ms,waited_ms,workload
157292.052,wf-validation-0155,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,151,,,,,,,,,,,,,
157292.052,wf-validation-0160,agent-1,QUEUE_EXIT,,,,,,,,,,,,,,5,,,,,,,,,,1624.0376408272132,
157292.052,wf-validation-0160,agent-1,AGENT_RECEIVE,,,,,,,,,50,,,,,,,,,50,1,,,,,,
157292.052,wf-validation-0160,agent-1,INFRA_SUBMIT,,0.005208333333333333,0.0016350000000000002,GENERATE_TEXT,,,agent-1-infra-160,0.005208333333333333,,,,151,,,,0.0,,,,,,,,,
157292.052,wf-validation-0155,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,SUCCESS,,,1,,0.00164,5901.962226165488,,validation
157292.057,wf-validation-0160,agent-1,INFRA_COMPLETE,,,,,,,agent-1-infra-160,,,,,,,,,,,,,,,,,,
157292.057,wf-validation-0160,agent-1,LLM_DISPATCH,161235.81451857055,,0.0016350000000000002,GENERATE_TEXT,,3943.757477155931,,,,0.0,0.0,151,,,,,,,,,,,,,
158128.632,wf-validation-0166,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,6,,,,,,,,,,
158379.341,wf-validation-0158,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,149,,,,,,,,,,,,,
158379.341,wf-validation-0161,agent-1,QUEUE_EXIT,,,,,,,,,,,,,,5,,,,,,,,,,2347.8629898145446,
158379.341,wf-validation-0161,agent-1,AGENT_RECEIVE,,,,,,,,,51,,,,,,,,,51,1,,,,,,
158379.341,wf-validation-0161,agent-1,INFRA_SUBMIT,,0.005208333333333333,0.0016175000000000002,GENERATE_TEXT,,,agent-1-infra-161,0.005208333333333333,,,,149,,,,0.0,,,,,,,,,
158379.341,wf-validation-0158,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,SUCCESS,,,1,,0.0016150000000000001,4765.705592826009,,validation
158379.347,wf-validation-0161,agent-1,INFRA_COMPLETE,,,,,,,agent-1-infra-161,,,,,,,,,,,,,,,,,,
